feature,feature_data_type,statistical_analysis_applicable,missing_percent,mean,median,relative_difference_percent,relative_difference_category,skewness,skewness_category,statistical_candidate,statistical_reason,baseline_action,baseline_reason
h1_calcium_max,continuous_numeric,True,82.71782626236194,8.283716088328076,8.3,0.19619170689066395,very_small,0.03266032123066671,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_calcium_min,continuous_numeric,True,82.71782626236194,8.282291798107256,8.3,0.21335183003307256,very_small,0.02356126062251138,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_platelets_max,continuous_numeric,True,82.51065824910319,196.09600997506234,181.0,8.340337002796876,small,1.1946668343332414,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_platelets_min,continuous_numeric,True,82.51065824910319,195.48154613466335,181.0,8.000854218046047,small,1.1917251220128193,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_bun_max,continuous_numeric,True,81.87606991375269,25.84453796173746,18.0,43.580766454096995,significant,2.349970440845469,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_bun_min,continuous_numeric,True,81.87606991375269,25.81925219588497,18.0,43.44028997713873,significant,2.3522689498598113,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_creatinine_max,continuous_numeric,True,81.72996194650703,1.5312205418954403,1.01,51.6059942470733,very_large,3.6832490299509963,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_creatinine_min,continuous_numeric,True,81.72996194650703,1.528784137025543,1.01,51.36476604213297,very_large,3.6833796797188767,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_diasbp_invasive_max,continuous_numeric,True,81.69834156553597,67.97033065236819,66.0,2.9853494732851367,very_small,0.8676322322454098,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_diasbp_invasive_min,continuous_numeric,True,81.69834156553597,56.14292523086089,55.0,2.0780458742925263,very_small,0.4378501553892082,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_sysbp_invasive_max,continuous_numeric,True,81.68416691199721,138.70282176449578,136.0,1.9873689444821916,very_small,0.5872449065574038,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_sysbp_invasive_min,continuous_numeric,True,81.68416691199721,114.83409929753543,112.0,2.5304458013709206,very_small,0.24128885025365182,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_mbp_invasive_max,continuous_numeric,True,81.60675149651631,94.88363269903373,90.0,5.426258554481917,small,3.311216787574056,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_mbp_invasive_min,continuous_numeric,True,81.60675149651631,75.9711304760211,74.0,2.663689832460949,very_small,0.13119523897608512,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_hematocrit_max,continuous_numeric,True,80.05408175504019,33.67367298966818,33.5,0.5184268348303778,very_small,0.040245305129432155,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_hematocrit_min,continuous_numeric,True,80.05408175504019,33.22315639862242,33.0,0.6762315109770353,very_small,0.05257269238000625,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,DROP FROM BASELINE,Feature has at least 80% missing values and is removed according to the initial baseline policy.
h1_hemaglobin_max,continuous_numeric,True,79.73024543957781,11.18666487358795,11.1,0.7807646269184789,very_small,0.06709570607380867,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is between 50% and 80% and mean is a clear statistical candidate.
h1_hemaglobin_min,continuous_numeric,True,79.73024543957781,11.038961807423345,11.0,0.3541982493031332,very_small,0.08711972315830327,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is between 50% and 80% and mean is a clear statistical candidate.
h1_sodium_max,continuous_numeric,True,79.17852430953081,138.2396103896104,139.0,0.5470428851723806,very_small,-0.8776372711805844,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
h1_sodium_min,continuous_numeric,True,79.17852430953081,137.90194805194807,138.0,0.07105213626951591,very_small,-0.8728799048806789,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
h1_potassium_max,continuous_numeric,True,78.61698995780316,4.20114425577482,4.1,2.4669330676785504,very_small,0.9469273492541025,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
h1_potassium_min,continuous_numeric,True,78.61698995780316,4.153006475957371,4.1,1.2928408770090531,very_small,0.9549754853954349,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
fio2_apache,continuous_numeric,True,77.27148822958577,0.5957514991604702,0.5,19.150299832094042,noticeable,0.4766161749218329,approximately_symmetric,FURTHER INVESTIGATION,"Distribution appears approximately symmetric, but mean and median differ noticeably.",DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
paco2_apache,continuous_numeric,True,77.27148822958577,42.1832381866155,40.0,5.458095466538744,small,1.377842885530094,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
paco2_for_ph_apache,continuous_numeric,True,77.27148822958577,42.1832381866155,40.0,5.458095466538744,small,1.377842885530094,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
pao2_apache,continuous_numeric,True,77.27148822958577,131.14846725833533,103.5,26.713494935589694,significant,2.048364736325369,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
ph_apache,continuous_numeric,True,77.27148822958577,7.35389478819861,7.36,0.08295124730150072,very_small,-0.8790942825667741,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_lactate_max,continuous_numeric,True,74.57612334129294,2.9273825963889006,1.9,54.072768230994775,very_large,2.8991276703059907,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
d1_lactate_min,continuous_numeric,True,74.57612334129294,2.1251280181841574,1.5,41.675201212277166,significant,3.560416032413983,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
d1_diasbp_invasive_max,continuous_numeric,True,74.12689585991082,78.75700619495133,75.0,5.009341593268441,small,1.5958658389781422,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_diasbp_invasive_min,continuous_numeric,True,74.12689585991082,46.738252770871085,46.0,1.6048973279806205,very_small,0.17356059884792063,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is between 50% and 80% and mean is a clear statistical candidate.
d1_sysbp_invasive_max,continuous_numeric,True,74.09963691079781,154.27431169487244,151.0,2.168418340975124,very_small,1.1300076087883983,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_sysbp_invasive_min,continuous_numeric,True,74.09963691079781,93.81375768291656,92.0,1.9714757423006082,very_small,0.040075473872497054,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is between 50% and 80% and mean is a clear statistical candidate.
d1_mbp_invasive_max,continuous_numeric,True,73.90119176125522,114.8897476604278,101.0,13.752225406364161,noticeable,2.401804405356461,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
d1_mbp_invasive_min,continuous_numeric,True,73.90119176125522,62.318348930481285,62.0,0.5134660169052987,very_small,-0.3010756538033648,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is between 50% and 80% and mean is a clear statistical candidate.
d1_pao2fio2ratio_max,continuous_numeric,True,71.97234852201979,285.6670789427454,272.6666667,4.767877350057241,very_small,0.7702549358460749,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_pao2fio2ratio_min,continuous_numeric,True,71.97234852201979,223.52303675338692,205.0,9.035627684578984,small,0.6806032569023106,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_arterial_ph_max,continuous_numeric,True,65.55559190082104,7.38923615954416,7.392,0.03738961655628749,very_small,-0.6213159649607065,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_arterial_ph_min,continuous_numeric,True,65.55559190082104,7.324530060145616,7.34,0.21076212335673097,very_small,-1.0331545140335325,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_arterial_pco2_max,continuous_numeric,True,64.62660691505022,45.248924234017636,42.8,5.721785593499157,small,1.5649384000250963,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_arterial_pco2_min,continuous_numeric,True,64.62660691505022,38.43386178410702,37.0,3.8753021192081705,very_small,1.2123162186618566,strongly_skewed,FURTHER INVESTIGATION,"Distribution is skewed, but mean and median remain relatively similar.",DROP FROM BASELINE,"Missingness is between 50% and 80%, but no clear simple-imputation candidate was found."
d1_arterial_po2_max,continuous_numeric,True,64.61679369336953,165.91398030877323,127.0,30.640929376986797,significant,1.457698461761775,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
d1_arterial_po2_min,continuous_numeric,True,64.61679369336953,103.51134941912422,85.0,21.778058140146136,significant,2.7931241862320113,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
bilirubin_apache,continuous_numeric,True,63.38686990939125,1.1477208969891897,0.6,91.28681616486494,very_large,8.656250638223566,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
d1_inr_max,continuous_numeric,True,63.17643082223894,1.5964762525168779,1.3,22.80586557822137,significant,3.604282653627582,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
d1_inr_min,continuous_numeric,True,63.17643082223894,1.4829792727703424,1.21,22.560270476887805,significant,3.4109458861807167,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
h1_inr_max,continuous_numeric,True,63.17643082223894,1.5964762525168779,1.3,22.80586557822137,significant,3.604282653627582,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
h1_inr_min,continuous_numeric,True,63.17643082223894,1.4829792727703424,1.21,22.560270476887805,significant,3.4109458861807167,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
albumin_apache,continuous_numeric,True,59.292575752619584,2.9029678041463542,2.9,0.10233807401221848,very_small,-0.10672123477895122,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is between 50% and 80% and mean is a clear statistical candidate.
d1_bilirubin_max,continuous_numeric,True,58.522783029668645,1.137308359621451,0.6,89.55139327024185,very_large,8.709534369511415,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
d1_bilirubin_min,continuous_numeric,True,58.522783029668645,1.067814931650894,0.6,77.96915527514902,very_large,8.961084118043232,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
h1_glucose_max,continuous_numeric,True,57.36809394524223,167.98511701066522,140.0,19.989369293332302,noticeable,2.4900682845516324,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
h1_glucose_min,continuous_numeric,True,57.36809394524223,159.22274226962327,134.0,18.82294199225617,noticeable,2.5032751560785163,very_strongly_skewed,MEDIAN CANDIDATE,Distribution is very strongly skewed; median is more robust to extreme values.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
d1_albumin_max,continuous_numeric,True,53.53221462606174,2.9683318863364385,3.0,1.0556037887853829,very_small,-0.1970476733518518,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is between 50% and 80% and mean is a clear statistical candidate.
d1_albumin_min,continuous_numeric,True,53.53221462606174,2.900007039444353,2.9,0.00024273946045542616,very_small,-0.20176976552119158,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is between 50% and 80% and mean is a clear statistical candidate.
urineoutput_apache,continuous_numeric,True,53.4253595455388,1738.2768306148191,1386.2016,25.398558955264445,significant,1.727689298769697,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is between 50% and 80% and median is a clear statistical candidate.
wbc_apache,continuous_numeric,True,24.000959515008777,12.133332807276798,10.4,16.66666160843074,noticeable,1.678507660986975,strongly_skewed,MEDIAN CANDIDATE,Distribution is strongly skewed and mean and median differ meaningfully.,KEEP — MEDIAN IMPUTATION,Missingness is below 50% and the observed distribution supports median imputation.
h1_temp_max,continuous_numeric,True,23.695659284943247,36.71085759550635,36.7,0.02958472890012085,very_small,-0.27357970803429577,approximately_symmetric,MEAN CANDIDATE,Distribution is approximately symmetric and mean and median are highly consistent.,KEEP — MEAN IMPUTATION,Missingness is below 50% and the observed distribution supports mean imputation.
h1_temp_min,continuous_numeric,True,23.695659284943247,36.6076505689007,36.6,0.020903193717761486,very_small,-0.8113391346632899,moderately_skewed,FURTHER INVESTIGATION,Distribution has moderate skewness and does not clearly favor mean or median.,KEEP — MEDIAN IMPUTATION,"Missingness is below 50%, but statistical behavior is inconclusive. Median is used as the conservative baseline default."
